"_5_digit_ntd_id","max_agency","max_reporter_type","max_organization_type","report_year","max_city","max_state","max_agency_voms","mode","max_mode_name","type_of_service","max_mode_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","questionable_record","max_time_period","min_time_service_begins","max_time_service_ends","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles","sum_days_of_service_operated","sum_days_not_operated_strikes","sum_days_not_operated_emergencies"
"40121","Municipality of Hormigueros","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Hormigueros","PR","5","DR","Demand Response","DO","2","55738","Mayagüez, PR","50.14","91583","11.00","15654","","Annual Total",,,,"12768",,,,"1308",,,,,,,,,,,"1477",,"0",,,,,
"40121","Municipality of Hormigueros","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Hormigueros","PR","5","MB","Bus","DO","3","55738","Mayagüez, PR","50.14","91583","11.00","15654","","Annual Total",,,,"25283",,,,"2781",,,,,,,,,,,"11147",,,,,,,
"40122","Municipality of Cayey","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cayey","PR","7","DR","Demand Response","DO","4","79093","San Juan, PR","763.60","1844410","40.00","48594","","Annual Total",,,,"21563",,,,"1684",,,,,,,,,,,"834",,"0",,,,,
"40122","Municipality of Cayey","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cayey","PR","7","MB","Bus","DO","3","79093","San Juan, PR","763.60","1844410","40.00","48594","","Annual Total",,,,"11123",,,,"1634",,,,,,,,,,,"31771",,,,,,,
"40123","Municipality of Gurabo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gurabo","PR","4","DR","Demand Response","DO","1","79093","San Juan, PR","763.60","1844410","27.00","45369","","Annual Total",,,,"10860",,,,"1632",,,,,,,,,,,"1752",,"0",,,,,
"40123","Municipality of Gurabo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gurabo","PR","4","MB","Bus","DO","3","79093","San Juan, PR","763.60","1844410","27.00","45369","","Annual Total",,,,"28140",,,,"2404",,,,,,,,,,,"7657",,,,,,,
"40124","Municipality of Cidra","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cidra","PR","7","DR","Demand Response","DO","3","79093","San Juan, PR","763.60","1844410","36.00","48761","","Annual Total",,,,"33200",,,,"1550",,,,,,,,,,,"3301",,"0",,,,,
"40124","Municipality of Cidra","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cidra","PR","7","MB","Bus","DO","4","79093","San Juan, PR","763.60","1844410","36.00","48761","","Annual Total",,,,"16650",,,,"1480",,,,,,,,,,,"19080",,,,,,,
"40125","Municipality of Carolina, dba: Gobierno Municipal Autonomo de Carolina","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Carolina","PR","24","DR","Demand Response","DO","2","79093","San Juan, PR","763.60","1844410","4.00","176762","","Annual Total",,,,"22443",,,,"2635",,,,,,,,,,,"733",,"0",,,,,
"40125","Municipality of Carolina, dba: Gobierno Municipal Autonomo de Carolina","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Carolina","PR","24","MB","Bus","DO","22","79093","San Juan, PR","763.60","1844410","4.00","176762","","Annual Total",,,,"373804",,,,"36057",,,,,,,,,,,"249846",,,,,,,
"40126","Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Humacao","PR","2","DR","Demand Response","DO","1","79093","San Juan, PR","763.60","1844410","10.00","17603","","Annual Total",,,,"9335",,,,"346",,,,,,,,,,,"885",,"0",,,,,
"40126","Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Humacao","PR","2","MB","Bus","DO","1","79093","San Juan, PR","763.60","1844410","10.00","17603","","Annual Total",,,,"5447",,,,"1018",,,,,,,,,,,"7665",,,,,,,
"40128","Okaloosa County Board of County Commissioners, dba: EC RIDER","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Crestview","FL","42","DR","Demand Response","PT","32","61372","Navarre--Miramar Beach--Destin, FL","119.62","226213","183.00","211668","","Annual Total",,,"695453","619973","75480",,"45648","39791","5857","0","0",,,,,,,,"53952","4940","49012","581845",,,,
"40128","Okaloosa County Board of County Commissioners, dba: EC RIDER","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Crestview","FL","42","MB","Bus","PT","10","61372","Navarre--Miramar Beach--Destin, FL","119.62","226213","183.00","211668","","Annual Total",,,"409088","381823","27265","442768","34680","30045","4635","0","0",,,,,,,,"57775",,,"298350",,,,
"40129","Charlotte County Government, dba: Charlotte County Transit Division","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Port Charlotte","FL","23","DR","Demand Response","DO","3","71060","Port Charlotte--North Port, FL","134.69","199998","231.00","186847","","Annual Total",,,"9551","8915","636",,"683","600","83","0","0",,,,,,,,"1133",,,"13168",,,,
"40129","Charlotte County Government, dba: Charlotte County Transit Division","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Port Charlotte","FL","23","DR","Demand Response","PT","20","71060","Port Charlotte--North Port, FL","134.69","199998","231.00","186847","","Annual Total",,,"620584","540486","80098",,"37030","30265","6765",,,,,,,,,,"84813",,,"649341",,,,
"40130","Macon-Bibb County Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Macon","GA","29","DR","Demand Response","DO","11","52822","Macon-Bibb County, GA","99.27","140111","70.00","153691","","Annual Total",,,,"429855",,,,"30207",,,,,,,,,,,"47710",,"0",,,,,
"40130","Macon-Bibb County Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Macon","GA","29","MB","Bus","DO","18","52822","Macon-Bibb County, GA","99.27","140111","70.00","153691","","Annual Total",,,,"896760",,,,"56468",,,,,,,,,,,"640861",,,,,,,
"40131","Davidson County , dba: Davidson County Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lexington","NC","19","DR","Demand Response","PT","12","38809","High Point, NC","100.79","167830","500.00","167609","","Annual Total",,,,"328584",,,,"11449",,,,,,,,,,,"44649",,"0",,,,,
"40131","Davidson County , dba: Davidson County Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lexington","NC","19","MB","Bus","DO","7","38809","High Point, NC","100.79","167830","500.00","167609","","Annual Total",,,,"229115",,,,"12282",,,,,,,,,,,"140724",,,,,,,
"40132","Goldsboro-Wayne Transportation Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Goldsboro","NC","21","DR","Demand Response","DO","16","33814","Goldsboro, NC","53.16","54456","35.00","36303","","Annual Total",,,,"536037",,,,"29905",,,,,,,,,,,"57988",,"0",,,,,
"40132","Goldsboro-Wayne Transportation Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","2024","Goldsboro","NC","21","MB","Bus","DO","5","33814","Goldsboro, NC","53.16","54456","35.00","36303","","Annual Total",,,,"314899",,,,"20231",,,,,,,,,,,"128398",,,,,,,
"40133","Guilford County , dba: Guilford County Transportation & Mobility Services","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Greensboro","NC","21","DR","Demand Response","DO","21","35164","Greensboro, NC","169.31","338928","52.00","248111","","Annual Total",,,,"313561",,,,"21352",,,,,,,,,,,"39803",,"0",,,,,
"40137","Municipality of Bayamon","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Bayamon","PR","17","DR","Demand Response","DO","4","79093","San Juan, PR","763.60","1844410","45.00","180835","","Annual Total",,,,"21678",,,,"3195",,,,,,,,,,,"5910",,"0",,,,,
"40137","Municipality of Bayamon","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Bayamon","PR","17","MB","Bus","DO","13","79093","San Juan, PR","763.60","1844410","45.00","180835","","Annual Total",,,,"99747",,,,"18481",,,,,,,,,,,"132325",,,,,,,
"40138","Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lawrenceville","GA","77","CB","Commuter Bus","PT","21","03817","Atlanta, GA","2553.04","5100112","220.00","935454","","Annual Total",,,"1110357","563855","546502","575124","38490","20672","17818","0","0",,,,,,,,"165926",,,"5024239","42.96",,,
"40138","Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lawrenceville","GA","77","DR","Demand Response","PT","21","03817","Atlanta, GA","2553.04","5100112","220.00","935454","","Annual Total",,,"614216","489807","124409",,"48964","43329","5635","0","0",,,,,,,,"69107","19676","0","351162",,,,
"40138","Gwinnett County Board of Commissioners, dba: Ride Gwinnett","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Lawrenceville","GA","77","MB","Bus","PT","35","03817","Atlanta, GA","2553.04","5100112","220.00","935454","","Annual Total",,,"2493741","2242500","251241","2255534","146390","135489","10901","0","0",,,,,,,,"1156629",,,"8992348",,,,
"40140","Collier County, dba: Collier Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Naples","FL","55","DR","Demand Response","PT","36","08974","Bonita Springs--Estero, FL","242.96","425675","1997.00","404310","","Annual Total",,,"1727624","1400491","327133",,"93945","75883","18062","0","0",,,,,,,,"129638","102732",,"1947606",,,,
"40140","Collier County, dba: Collier Area Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Naples","FL","55","MB","Bus","PT","19","08974","Bonita Springs--Estero, FL","242.96","425675","1997.00","404310","","Annual Total",,,"1463190","1352831","110359","1390245","76005","72463","3542",,,,,,,,,,"755143",,,"6947316",,,,
"40141","Central Midlands Regional Transportation Authority, dba: The COMET","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Columbia","SC","99","CB","Commuter Bus","PT","2","18964","Columbia, SC","367.50","590407","298.00","361128","","Annual Total",,,"70822","65699","5123","105637","3512","3214","298","0","0",,,,,,,,"6888",,,"55629",,,,
"40141","Central Midlands Regional Transportation Authority, dba: The COMET","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Columbia","SC","99","DR","Demand Response","PT","17","18964","Columbia, SC","367.50","590407","298.00","361128","","Annual Total",,,"603065","542195","60870",,"33445","29908","3537","0","0",,,,,,,,"39376","39376","0","773517",,,,
"40141","Central Midlands Regional Transportation Authority, dba: The COMET","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Columbia","SC","99","MB","Bus","PT","53","18964","Columbia, SC","367.50","590407","298.00","361128","","Annual Total",,,"2510291","2348840","161451","2424857","196710","188703","8007","259","0",,,,,,,,"1939968",,,"9641079",,,,
"40141","Central Midlands Regional Transportation Authority, dba: The COMET","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Columbia","SC","99","VP","Vanpool","PT","27","18964","Columbia, SC","367.50","590407","298.00","361128","","Annual Total",,,"498966","498966","0",,"10110","10110","0","0","0",,,,,,,,"49485",,,"2101863",,,,
"40143","Town of Cary, dba: GoCary","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cary","NC","26","DR","Demand Response","PT","14","73261","Raleigh, NC","554.82","1106646","59.00","180010","","Annual Total",,,,"299128",,,,"22310",,,,,,,,,,,"36886",,"0",,,,,
"40143","Town of Cary, dba: GoCary","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Cary","NC","26","MB","Bus","PT","12","73261","Raleigh, NC","554.82","1106646","59.00","180010","","Annual Total",,,,"679751",,,,"50742",,,,,,,,,,,"441708",,,,,,,
"40144","City of Gainesville, dba: Hall Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gainesville","GA","14","DR","Demand Response","DO","12","32194","Gainesville, GA","149.13","164365","425.00","203136","","Annual Total",,,,"539610",,,,"27576",,,,,,,,,,,"96133",,"0",,,,,
"40144","City of Gainesville, dba: Hall Area Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Gainesville","GA","14","MB","Bus","DO","2","32194","Gainesville, GA","149.13","164365","425.00","203136","","Annual Total",,,,"11078",,,,"1292",,,,,,,,,,,"19454",,,,,,,
"40145","Municipality of Manati, dba: Municipio de Manati","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Manati","PR","7","DR","Demand Response","DO","3","79093","San Juan, PR","763.60","1844410","30.00","16053","","Annual Total",,,,"20187",,,,"4835",,,,,,,,,,,"6043",,"0",,,,,
"40145","Municipality of Manati, dba: Municipio de Manati","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Manati","PR","7","MB","Bus","DO","4","79093","San Juan, PR","763.60","1844410","30.00","16053","","Annual Total",,,,"35121",,,,"7360",,,,,,,,,,,"29500",,,,,,,
"40146","Hernando County Board of County Commissioners, dba: TheBus","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Brooksville","FL","10","DR","Demand Response","PT","3","84024","Spring Hill, FL","127.25","169050","89.00","119384","","Annual Total",,,,"75273",,,,"4303",,,,,,,,,,,"7740",,"0",,,,,
"40146","Hernando County Board of County Commissioners, dba: TheBus","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Brooksville","FL","10","MB","Bus","PT","7","84024","Spring Hill, FL","127.25","169050","89.00","119384","","Annual Total",,,,"561288",,,,"28874",,,,,,,,,,,"147488",,,,,,,
"40147","North Carolina State University","Full Reporter","University","2024","Raleigh","NC","25","MB","Bus","PT","25","73261","Raleigh, NC","554.82","1106646","9.00","46000","","Annual Total",,,"617866","578776","39090","598998","68971","66287","2684","0","0",,,,,,,,"2671487",,,"4368679",,,,
"40150","Municipality of Barceloneta","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Barceloneta","PR","9","DR","Demand Response","DO","4","05040","Barceloneta--Florida--Bajadero, PR","41.70","65070","19.00","24650","","Annual Total",,,,"83686",,,,"9922",,,,,,,,,,,"12739",,"0",,,,,
"40150","Municipality of Barceloneta","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Barceloneta","PR","9","MB","Bus","DO","5","05040","Barceloneta--Florida--Bajadero, PR","41.70","65070","19.00","24650","","Annual Total",,,,"83888",,,,"9816",,,,,,,,,,,"29555",,,,,,,
"40151","Municipality of Hatillo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Hatillo","PR","5","DR","Demand Response","DO","3","03034","Arecibo, PR","75.49","123724","42.00","38486","","Annual Total",,,,"45017",,,,"5627",,,,,,,,,,,"2536",,"0",,,,,
"40151","Municipality of Hatillo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Hatillo","PR","5","MB","Bus","DO","2","03034","Arecibo, PR","75.49","123724","42.00","38486","","Annual Total",,,,"1378",,,,"351",,,,,,,,,,,"115",,,,,,,
"40155","St Johns County, Florida, dba: St Johns County Sunshine Bus Company","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Saint Augustine","FL","29","DR","Demand Response","DO","20","77230","St. Augustine, FL","57.78","91786","600.00","273425","","Annual Total",,,,"283834",,,,"25572",,,,,,,,,,,"43392",,"0",,,,,
"40155","St Johns County, Florida, dba: St Johns County Sunshine Bus Company","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Saint Augustine","FL","29","MB","Bus","DO","9","77230","St. Augustine, FL","57.78","91786","600.00","273425","","Annual Total",,,,"665017",,,,"37118",,,,,,,,,,,"95837",,,,,,,
"40156","Lower Savannah COG","Reduced Reporter","MPO, COG or Other Planning Agency","2024","Aiken","SC","3","MB","Bus","PT","3","04222","Augusta-Richmond County, GA--SC","273.29","431480","222.00","88300","","Annual Total",,,,"141647",,,,"8022",,,,,,,,,,,"21941",,,,,,,
"40158","Lake County Board of County Commissioners, dba: LakeXpress","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Tavares","FL","42","DR","Demand Response","PT","30","48799","Leesburg--Eustis--Tavares, FL","86.09","151523","71.00","97497","","Annual Total",,,"1038148","812870","225278",,"67460","55448","12012","0","0",,,,,,,,"75293","15805","0","832092",,,,
"40158","Lake County Board of County Commissioners, dba: LakeXpress","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Tavares","FL","42","MB","Bus","PT","12","48799","Leesburg--Eustis--Tavares, FL","86.09","151523","71.00","97497","","Annual Total",,,"724204","632823","91381","638185","41788","37453","4335","0","0",,,,,,,,"222050",,,"1405577",,,,
"40159","Regional Transportation Authority, dba: WeGo Public Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Madison","TN","26","CB","Commuter Bus","PT","14","61273","Nashville-Davidson, TN","584.95","1158642","750.00","1583115","","Annual Total",,,"623233","313338","309895","314632","18323","10431","7892",,,,,,,,,,"68005",,,"2062274",,,,
"40159","Regional Transportation Authority, dba: WeGo Public Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Madison","TN","26","CR","Commuter Rail","PT","7","61273","Nashville-Davidson, TN","584.95","1158642","750.00","1583115","","Annual Total",,,"208042","195607","12435","195605","8572","7276","1296",,,,"85870","80950","4920","3492","2980","512","108249",,,"1785495","62.80",,,
"40159","Regional Transportation Authority, dba: WeGo Public Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Madison","TN","26","VP","Vanpool","PT","5","61273","Nashville-Davidson, TN","584.95","1158642","750.00","1583115","","Annual Total",,,"42600","42600","0",,"1026","1026","0","0","0",,,,,,,,"11816",,,"355354",,,,
"40160","Municipality of Camuy","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Camuy","PR","10","DR","Demand Response","DO","3","03034","Arecibo, PR","75.49","123724","46.00","35159","","Annual Total",,,,"25685",,,,"1365",,,,,,,,,,,"1776",,"0",,,,,
"40160","Municipality of Camuy","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Camuy","PR","10","MB","Bus","PT","7","03034","Arecibo, PR","75.49","123724","46.00","35159","","Annual Total",,,,"283209",,,,"23951",,,,,,,,,,,"36892",,,,,,,
"40161","Cherokee County Board of Commissioners, dba: Cherokee Area Transit Service (CATS)","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Canton","GA","21","DR","Demand Response","DO","19","03817","Atlanta, GA","2553.04","5100112","422.00","266620","","Annual Total",,,,"333937",,,,"19249",,,,,,,,,,,"44644",,"0",,,,,
"40161","Cherokee County Board of Commissioners, dba: Cherokee Area Transit Service (CATS)","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Canton","GA","21","MB","Bus","DO","2","03817","Atlanta, GA","2553.04","5100112","422.00","266620","","Annual Total",,,,"15294",,,,"796",,,,,,,,,,,"2429",,,,,,,
"40162","Franklin Transit Authority, dba: Franklin Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Franklin","TN","14","DR","Demand Response","PT","8","61273","Nashville-Davidson, TN","584.95","1158642","22.00","86895","","Annual Total",,,,"177970",,,,"14410",,,,,,,,,,,"28840",,"0",,,,,
"40162","Franklin Transit Authority, dba: Franklin Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Franklin","TN","14","MB","Bus","PT","6","61273","Nashville-Davidson, TN","584.95","1158642","22.00","86895","","Annual Total",,,,"229897",,,,"17981",,,,,,,,,,,"56624",,,,,,,
"40163","Municipality of Catano","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Catano","PR","4","DR","Demand Response","DO","3","79093","San Juan, PR","763.60","1844410","5.00","27000","","Annual Total",,,,"23013",,,,"2798",,,,,,,,,,,"1510",,"0",,,,,
"40163","Municipality of Catano","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Catano","PR","4","MB","Bus","DO","1","79093","San Juan, PR","763.60","1844410","5.00","27000","","Annual Total",,,,"10028",,,,"1262",,,,,,,,,,,"5796",,,,,,,
"40164","Municipality of Fajardo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Fajardo","PR","4","DR","Demand Response","DO","2","28981","Fajardo, PR","34.36","68587","7.00","36993","","Annual Total",,,,"11337",,,,"1226",,,,,,,,,,,"5123",,"0",,,,,
"40164","Municipality of Fajardo","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Fajardo","PR","4","MB","Bus","DO","2","28981","Fajardo, PR","34.36","68587","7.00","36993","","Annual Total",,,,"6976",,,,"946",,,,,,,,,,,"5249",,,,,,,
"40165","Municipality of Juncos","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Juncos","PR","7","DR","Demand Response","DO","2","79093","San Juan, PR","763.60","1844410","27.00","38155","","Annual Total",,,,"12865",,,,"1140",,,,,,,,,,,"2325",,"0",,,,,
"40165","Municipality of Juncos","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Juncos","PR","7","MB","Bus","DO","5","79093","San Juan, PR","763.60","1844410","27.00","38155","","Annual Total",,,,"42962",,,,"1800",,,,,,,,,,,"24498",,,,,,,
"40166","City of Jacksonville, dba: Jacksonville Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Jacksonville","NC","9","MB","Bus","DO","9","42400","Jacksonville, NC","75.65","111224","47.00","72447","","Annual Total",,,,"432823",,,,"25272",,,,,,,,,,,"90240",,,,,,,
"40167","City of Concord, dba: Concord Kannapolis Area Transit (Rider)","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Concord","NC","13","DR","Demand Response","PT","5","19558","Concord, NC","200.06","278612","78.00","145700","","Annual Total",,,,"149816",,,,"8231",,,,,,,,,,,"19002",,"0",,,,,
"40167","City of Concord, dba: Concord Kannapolis Area Transit (Rider)","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Concord","NC","13","MB","Bus","PT","8","19558","Concord, NC","200.06","278612","78.00","145700","","Annual Total",,,,"714016",,,,"40535",,,,,,,,,,,"362318",,,,,,,
"40169","Regional Planning Commission of Greater Birmingham, dba: CommuteSmart","Full Reporter","MPO, COG or Other Planning Agency","2024","Birmingham","AL","18","VP","Vanpool","PT","18","07786","Birmingham, AL","509.27","774956","392.00","817550","","Annual Total",,,"465993","465993","0",,"7655","7655","0",,,,,,,,,,"35940",,,"2111084",,,,
"40170","Southeast Tennessee Human Resource Agency, dba: Cleveland Urban Area Transit System Division","Reduced Reporter","Other Publicly-Owned or Privately Chartered Corporation","2024","Dunlap","TN","12","DR","Demand Response","DO","7","17722","Cleveland, TN","54.97","73918","24.00","66333","","Annual Total",,,,"91243",,,,"12047",,,,,,,,,,,"14475",,"7199",,,,,
"40170","Southeast Tennessee Human Resource Agency, dba: Cleveland Urban Area Transit System Division","Reduced Reporter","Other Publicly-Owned or Privately Chartered Corporation","2024","Dunlap","TN","12","MB","Bus","DO","5","17722","Cleveland, TN","54.97","73918","24.00","66333","","Annual Total",,,,"126077",,,,"9880",,,,,,,,,,,"46230",,,,,,,
"40171","Knoxville-Knox County Community Action Committee, dba: Knox County CAC Transit","Full Reporter","City, County or Local Government Unit or Department of Transportation","2024","Knoxville","TN","29","DR","Demand Response","DO","29","45640","Knoxville, TN","431.91","597257","282.00","434938","","Annual Total",,,"1116489","983960","132529",,"55090","44018","11072","0","0",,,,,,,,"103062","0","0","1499030",,,,
"40172","Western Piedmont Regional Transit Authority , dba: Greenway Public Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Conover","NC","46","DR","Demand Response","DO","38","38647","Hickory, NC","221.34","201511","1665.00","372155","","Annual Total",,,"600352","575882","24470",,"40840","37353","3487","0","0",,,,,,,,"63555","4237","0","861620",,,,
"40172","Western Piedmont Regional Transit Authority , dba: Greenway Public Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Conover","NC","46","MB","Bus","DO","8","38647","Hickory, NC","221.34","201511","1665.00","372155","","Annual Total",,,"298800","268562","30238","278756","16608","14654","1954",,,,,,,,,,"59979",,,"298632",,,,
"40173","Piedmont Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Greensboro","NC","56","CB","Commuter Bus","PT","22","35164","Greensboro, NC","169.31","338928","2287.00","1664637","","Annual Total",,,"1737631","1523823","213808","1539182","65074","59800","5274","0","0",,,,,,,,"268168",,,"3012261",,,,
"40173","Piedmont Authority for Regional Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","2024","Greensboro","NC","56","VP","Vanpool","DO","34","35164","Greensboro, NC","169.31","338928","2287.00","1664637","","Annual Total",,,"1373691","1373691","0",,"23588","23588","0","0","0",,,,,,,,"124995",,,"8664451",,,,
"40174","Municipality of Yauco, dba: Sistema de Transporte Colectivo Yauco","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Yauco","PR","20","DR","Demand Response","DO","5","97561","Yauco, PR","34.91","63885","54.00","37679","","Annual Total",,,,"28326",,,,"3645",,,,,,,,,,,"10217",,"0",,,,,
"40174","Municipality of Yauco, dba: Sistema de Transporte Colectivo Yauco","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Yauco","PR","20","MB","Bus","DO","15","97561","Yauco, PR","34.91","63885","54.00","37679","","Annual Total",,,,"91286",,,,"8998",,,,,,,,,,,"42939",,,,,,,
"40175","Puerto Rico Maritime Transport Authority","Full Reporter","State Government Unit or Department of Transportation","2024","Guaynabo","PR","11","FB","Ferryboat","PT","11","79093","San Juan, PR","763.60","1844410","179.00","686461","","Annual Total",,,"206349","206349","0","179400","15021","15021","0",,,,,,,,,,"1595365",,,"19724600","62.90",,,
"40178","The Transportation Management Association Group, dba: The TMA Group","Full Reporter","Private Provider Reporting on Behalf of a Public Entity","2024","Franklin","TN","42","VP","Vanpool","DO","42","61273","Nashville-Davidson, TN","584.95","1158642","7505.00","1978890","","Annual Total",,,"745398","745398","0",,"18249","18249","0","0","0",,,,,,,,"74910",,,"3764259",,,,
"40180","University of Georgia, dba: Transportation and Parking Services","Full Reporter","University","2024","Athens","GA","56","DR","Demand Response","DO","8","03763","Athens-Clarke County, GA","91.85","143213","14.00","119648","","Annual Total",,,"30705","23679","7026",,"9255","5725","3530","0","0",,,,,,,,"9268","9268",,"27686",,,,
"40180","University of Georgia, dba: Transportation and Parking Services","Full Reporter","University","2024","Athens","GA","56","MB","Bus","DO","48","03763","Athens-Clarke County, GA","91.85","143213","14.00","119648","","Annual Total",,,"594722","535867","58855","535784","71275","48950","22325","10450","0",,,,,,,,"2970119",,,"5041586",,,,
"40181","Henry County , dba: Henry County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Mcdonough","GA","30","DR","Demand Response","DO","30","03817","Atlanta, GA","2553.04","5100112","324.00","260754","","Annual Total",,,,"607947",,,,"42885",,,,,,,,,,,"59428",,"23623",,,,,
"40182","Municipality of Toa Baja","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Toa Baja","PR","7","DR","Demand Response","DO","3","79093","San Juan, PR","763.60","1844410","30.00","75293","","Annual Total",,,,"26056",,,,"2123",,,,,,,,,,,"12026",,"0",,,,,
"40182","Municipality of Toa Baja","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","2024","Toa Baja","PR","7","MB","Bus","DO","4","79093","San Juan, PR","763.60","1844410","30.00","75293","","Annual Total",,,,"116247",,,,"9282",,,,,,,,,,,"51863",,,,,,,
